id,Data,Pais,Estado,Setor_Industrial,Nivel_Acidente,Nivel_Acidente_Potencial,Genero,Tipo_Trabalhador,Risco_Critico,Descricao
198,2016-08-29 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Substâncias químicas,"O funcionário relata que após realizar atividade na área da Expedição foi tirar o macacão e teve contato com material que contaminou a manga, o que causou queimadura de 1º grau no antebraço direito."
199,2016-08-27 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Sistemas pressurizados / Substâncias químicas,"Às 22h50 da linha 12, quando o parceiro de sucção da célula remove a mangueira de sucção, respingos intempestivos de solução eletrolítica no olho esquerdo. Imediatamente foi encaminhado ao serviço médico."
200,2016-08-30 00:00:00,EUA,Nevada,Metalurgia,II - Baixo,II - Baixo,Mulher,Terceiro (Remoto),Outros,"Durante a execução da atividade de limpeza da área com enxada, o funcionário bateu contra uma estrutura metálica fixa no local, chegando a atingir o abdômen à esquerda."
201,2016-08-30 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"Colaborador estava limpando a pia da área de repolpamento de Cobre, no momento de encher o caminhão com a pá projeta lodo em direção às lentes; sujando-os e obstruindo a visão. O trabalhador indica que ao retirar as lentes para limpá-las, algumas partículas de lama entram no olho esquerdo causando desconforto. É encaminhado ao centro médico para o devido atendimento."
202,2016-09-01 00:00:00,EUA,California,Metalurgia,II - Baixo,IV - Alto,Homem,Terceiro (Remoto),Ferramentas manuais,"O balconista estava cortando o excesso de fibra de vidro em uma caixa de passagem e teve contato com a lâmina da serra de mármore, que cortou a luva e causou um ferimento na mão direita."
203,2016-09-02 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Outros,"No nível 4150 (+80) da planta Unicon o colaborador estava realizando trabalhos de cofragem na bacia de sedimentação de água de concreto, no momento de pregar uma madeira enquanto ela abastece outra tira de 4 x 4 polegadas, ele sente que o martelo metálico afrouxa o cabo de madeira e para fixá-lo, agarra o martelo pela cabeça e bate o cabo verticalmente em uma madeira, gerando o ferimento. No momento do acidente o funcionário não utilizava luvas de segurança."
204,2016-09-04 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Na superfície, no refeitório dos funcionários da unidade, enquanto o colaborador realizava a habilitação do frango para o almoço utilizando uma faca de cozinha, o mesmo entra em contato com a parte distal do segundo dedo da mão esquerda causando a lesão descrita. Durante o acidente o funcionário não utilizou luvas de altura específicas para esse tipo de trabalho."
205,2016-09-03 00:00:00,Brasil,Rio de Janeiro,Mineração,III - Médio,IV - Alto,Homem,Funcionário,Outros,"Durante os trabalhos de manutenção da bomba vertical (8"") de concentrado de zinco, os três mecânicos estavam a realizar manobras de elevação para conseguirem posicionar a bomba à gaveta, instantes em que a bomba fica entupida pelo espaço reduzido da zona de trabalho e para libertarem a bomba colocam uma jovem na parte inferior, momento em que esta é libertada e roda intempestivamente, batendo o dedo médio da mão direita do sinistrado contra uma mangueira trellex de 12""."
206,2016-09-04 00:00:00,Brasil,Bahia,Metalurgia,IV - Alto,IV - Alto,Homem,Funcionário,Cargas suspensas,"No trecho 75 da linha 12 Célula 36, ​​o trabalhador realiza o levantamento do ânodo para corrigir o curto-circuito, utilizando a talha auxiliar e a tipoia de náilon, momento em que a tipoia se solta do ânodo e atinge o dorso da mão direita causando-lhe a lesão. Trabalhador é atendido no Serviço Médico e transferido para um ambulatório para avaliação externa."
207,2016-09-06 00:00:00,EUA,Texas,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,No check list da área do levantamento o operador escorregou na folhagem das leucenas e caiu.
208,2016-09-05 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,II - Baixo,Mulher,Funcionário,Animais peçonhentos,Ao participar do DDS geral realizado na área externa do vestiário central o funcionário foi picado por uma abelha.
209,2016-09-06 00:00:00,EUA,Arizona,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"O funcionário relata que ao realizar a atividade de manutenção da bomba no túnel do TC-020, ao retirar o rotor, bateu na peça com o martelo que escorregou de sua mão. Alcançar a parte inferior da perna esquerda, causando a lesão."
210,2016-09-13 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Ao tentar soltar o tubo (tubo HDP, 50m de comprimento e 2"" de diâmetro) preso na malha de suporte, o mestre carregador e seu auxiliar puxam o tubo para soltá-lo, ao ser liberado o tubo atinge a parte lateral da maçã do rosto e pálpebra direita do trabalhador gerando a lesão descrita."
211,2016-09-12 00:00:00,Brasil,Goiás,Outros,III - Médio,IV - Alto,Mulher,Funcionário,Outros,"Na cidade de Conchucos, de Ancash, participando de uma festa patronal, representando a empresa, estava montado em um cavalo como parte da cerimônia jogando frutas e brinquedos para as pessoas presentes neste evento público, o barulho dos materiais pirotécnicos e das pessoas tentando recolher os presentes fez com que o cavalo que estava na frente e muito próximo de seu cavalo se assustasse e fosse coiceado atingindo os membros inferiores."
212,2016-09-13 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Cargas suspensas,"funcionário estava retirando a tira de um recipiente de produtos químicos quando ela se projetou em sua direção atingindo o lábio inferior e a região anterior do tórax, a tira estava contaminada com soda cáustica e causou queimadura de 1º grau."
213,2016-09-15 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Outros,"Ao cortar a vegetação para abrir a mordida, com o auxílio de uma foice, o auxiliar bateu duas vezes no cipó. Quando o cipó se rompeu, a ponta do galho se projetou contra a face do auxiliar causando o corte no lábio superior."
214,2016-09-17 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro,Prensado,"No dia 17 de setembro de 2016 aproximadamente às 20h35, durante a manutenção preventiva da descascadora G2142, é feita a montagem do rolamento no rolo de limpeza de ânodo; Ao encaixar o rolamento em sua posição final, a equipe utilizou um cinzel e uma corda de 4 libras para posicionar o rolamento. O trabalhador coloca a mão esquerda perto da cabeça do cinzel e empena, nestas circunstâncias uma lasca fica cravada na parte proximal do polegar da mão esquerda, imediatamente o colaborador comunica ao supervisor e é evacuado para o Médico para revisão."
215,2016-09-16 00:00:00,EUA,California,Metalurgia,II - Baixo,IV - Alto,Homem,Funcionário,Sistemas pressurizados,"Funcionário relata que monitorizava a existência de um furo de tubagem na caldeira de recuperação térmica da zona da Ustulação, através da janela lateral, quando foi atingido por projeção de ar aquecido que lhe atingiu a cara e antebraço direito."
216,2016-09-20 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Queda,"O colaborador por volta das 9h, limpando as folhas do poço de retorno do furo 5021 BRAPDD 0183 escorregou na lona que estava na borda do poço, batendo com o lado direito do dorso na estrutura metálica da caixa enlameada causando uma leve escoriação. O funcionário foi encaminhado ao hospital local, medicado e liberado para as atividades."
217,2016-09-20 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro (Remoto),Bloqueio e isolamento de energias,"O funcionário estava realizando manutenção na sopradora, quando ocorreu projeção de água residual em seu rosto. Na tentativa de retirada do EPI, o acidentado teve contato com luvas contaminadas no olho direito causando irritação."
218,2016-09-20 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"O técnico em lubrificação Alfredo fez o enchimento de óleo até o redutor D-100, no qual, percebe um vazamento de óleo (rasgo) entre a conexão da mangueira e o redutor, corrigindo o vazamento. Terminado o trabalho, ele se dirige à oficina de lubrificantes onde retira as luvas e observa que ambas as mãos estão afetadas pelo contato com a superfície quente e se dirige ao centro médico onde foi atendido."
219,2016-09-21 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro,Outros,"Durante a manutenção do acesso, no momento em que o auxiliar coloca o conjunto mini split no adaptador, a pinça - que estava travada - retorna à sua posição inicial atingindo a mão do colaborador causando a lesão descrita. No momento do acidente a equipe estava em área sustentada, o braço do jumbo estava a 0,80m de altura do chão e o funcionário usava luvas de borracha."
220,2016-09-21 00:00:00,EUA,California,Metalurgia,II - Baixo,III - Médio,Homem,Terceiro,Ferramentas manuais,"Funcionário preparava arroz utilizando um utensílio tipo escumadeira para mexer dentro da panela de pressão quando parte do cabo quebrou, atingindo sua mão causando um corte rombudo."
221,2016-09-22 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Nas circunstâncias em que o operador do bolter N° 8 desceu a escada até a altura da plataforma de apoio - a 0,80 m. nível do chão - perde o equilíbrio ao bater com as costas no corrimão da porta do operador. No momento do ocorrido o ferido utilizou todos os seus EPP's."
222,2016-09-22 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Outros,"O Operador Técnico ao dirigir-se para a zona de levantamento de contentores de pó de zinco no Secção 50, utiliza um espaço entre base de tranquera e sardinela, escorregando na borda e raspándose do lado esquerdo do tórax. Foi atendido no centro médico com tratamento local, retornando ao seu local de trabalho."
223,2016-09-27 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Mulher,Terceiro,Sistemas pressurizados,"Às 14h55 do dia 27 de setembro, um trabalhador da Confipetrol realizou limpeza industrial na parte externa do tanque de redução de ácido D2055, para verificar o andamento da máscara do capacete; momento em que a mangueira foi liberada e presa com braçadeira de pressão (para água e ar), impactando os lábios"
224,2016-09-29 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"Sendo 05h30. Aproximadamente Marco e Isidro TORRES estavam realizando a padronização da tubulação do CX 771 / CX-983 Nv. 1940; nos momentos em que Marco levanta o tubo de ar sobre o espigão, este assento e o tubo impactam na proteção de segurança do trabalhador."
225,2016-09-30 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,I - Muito Baixo,Homem,Funcionário,Outros,"Estando aproximadamente às 11h00 o mecânico estava retirando o último parafuso do niple de 6"" da bomba 4115 (alimentador de cal), área reativa, o mecânico se posiciona flexionando levemente as pernas e realiza força ascendente com ambas as mãos, nesse momento sente uma dor e uma espuma na coxa direita. O mecânico é evacuado com ajuda dos colegas para o posto médico."
226,2016-10-01 00:00:00,Brasil,Rio de Janeiro,Mineração,II - Baixo,III - Médio,Homem,Terceiro,Outros,"Sendo aproximadamente 10h50, na oficina de manutenção da E.E Unicon, nas circunstâncias em que dois técnicos mecânicos colocaram a placa protetora (30 kg.) do tanque de combustível Mixkret 111, no momento de tentar aparafusar esta placa protetora ela escorrega das mãos de um deles caindo diretamente no peito do pé esquerdo, causando a lesão descrita."
227,2016-10-03 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"Sendo 5h15 da manhã no N. na NV 1710 CX 018 o operador do mixkret estava lavando o mixkret 116 com mangueira com água sob pressão, sendo necessário mudar de local; do lado direito para o esquerdo e Ele passa a puxar a mangueira depois escorrega e sente que o pé esquerdo dobra."
228,2016-10-03 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Prensado,"Após realizar a operação de abastecimento do recipiente de pó de zinco utilizando o guindaste para movimentá-lo, o funcionário fechou a trava inferior deste mesmo recipiente e ao fazer o movimento para empurrar a trava fez um esforço excessivo com o polegar da mão direita, causando entorse."
229,2016-10-03 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Prensado,Durante a retirada da amostra catódica o funcionário chegava a pressionar o dedo com a ferramenta que corta a amostra.
230,2016-10-03 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"No cruzamento do nível 3970 - estrada principal e acesso à rampa sul, o colaborador, após ter liberado o tubo de 2 polegadas de diâmetro da empena, desceu segurando o tubo no quarto degrau de uma escada telescópica de alumínio (a aproximadamente 1,20 metros do chão), momento em que outro ponto de fixação da empena é levantado levantando o tubo que puxa o trabalhador fazendo com que ele perca o equilíbrio e caia de uma altura de 1,20 metros. A lesão descrita ocorrendo."
231,2016-10-04 00:00:00,Canadá,Quebec,Outros,III - Médio,III - Médio,Homem,Funcionário,Outros,"Na sonda 5068 furo BAPDD00146, por volta das 15:00 horas, o auxiliar de votação Luciano da Silva realizando a manobra de hastes descendentes, conduziu a haste até a sarjeta, mas esta ao não se inclinar adequadamente veio escapar da sarjeta retornando em direção ao cavalete. Sua mão escorregou e seu dedo mínimo ficou entre a haste e o cavalete. Percebendo que a flecha havia retornado, ele a soltou. imediatamente, mas seu dedo mínimo foi parcialmente atingido pela borda da haste contra o cavalete, resultando em um corte. O auxiliar foi levado ao hospital e atendido, o ferimento resultou em 5 pontos e foi liberado para atividades administrativas."
232,2016-10-08 00:00:00,Brasil,Rio de Janeiro,Mineração,II - Baixo,II - Baixo,Homem,Terceiro,Outros,"Nos escritórios da Incimmet, nas circunstâncias em que estava a ser montado um ambiente para colocação de materiais de limpeza, foi colocada uma tira de madeira entre a estrutura da escada e o contentor, esta tira não foi cortada à medida, pelo que o sinistrado coordenou com o seu companheiro para pressioná-lo com um martelo enquanto segurava com a mão direita a moldura, esta tira colocada sob pressão empurrada para aquele lado do contentor criando uma abertura entre o ferro corrugado e a parede, nesse momento, continuando a bater na fita, esta cai fazendo com que a parede do contentor volte ao seu estado inicial posição, pressionando a ponta do dedo mínimo da mão direita contra a chapa corrugada causadora do acidente."
233,2016-10-10 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro (Remoto),Outros,"Na área de inspeção do equipamento, enquanto o pessoal da Atenuz EE, tentando retirar as travas de segurança do martelo hidráulico da escavadeira, o lubrificador mecânico segura com a mão direita um cinzel tipo chapéu enquanto o mecânico do equipamento bate no cinzel com uma borracha de 2 quilos para retirar a segurança, momento em que um dos golpes cai na borda do protetor tipo chapéu, fazendo-o escorregar e atingir o quarto dedo da mão direita do mecânico do lubrificante gerando a lesão descrita. No momento do acidente, o mecânico lubrificador usava luvas tipo almofada."
234,2016-10-10 00:00:00,Brasil,Rio de Janeiro,Mineração,III - Médio,IV - Alto,Homem,Funcionário,Outros,"Sendo aprox. 23h45 O operador da britagem secundária Sr. Eliseo, ao se retirar para seu lanche, encontra a comporta da calha da faixa 6 aberta, e ao se aproximar para fechar a comporta, nesse momento, o operador Sr. Samuel que estava na plataforma superior, coordena com o operador da sala de controle o início da faixa 6-1, nesse momento o produto de inicialização projeta uma partícula (10x6x5cm) impactando no flange da comporta e projetando-se em direção à altura das lentes e do respirador do Sr. Eliseu."
235,2016-10-11 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Substâncias químicas,Funcionário fazia limpeza próximo à área da esteira pneumática quando foi atingido por uma gota de ácido sulfúrico no lábio superior.
236,2016-10-13 00:00:00,EUA,Texas,Mineração,II - Baixo,II - Baixo,Homem,Terceiro (Remoto),Outros,"O funcionário auxiliava no apoio do portão, enquanto o outro a amarrava a lona na moldura, e ao pressionar a corda para que a lona esticasse, a estrutura metálica se movia, saindo do suporte de madeira, caindo e batendo no rosto do funcionário, causando um corte no superciliar direito."
237,2016-10-13 00:00:00,Brasil,Minas Gerais,Mineração,III - Médio,IV - Alto,Homem,Funcionário,Outros,"Na fase I, o operador realizou a retirada dos incansáveis ​​do alimentador alternativo, ao retirar um conjunto bipartido com o apoio de uma corda, o pessoal apoia a mão esquerda na estrutura de proteção contra queda, é neste momento que outro conjunto bipartido sai junto com a carga e atinge a falange distal do quinto dedo da mão esquerda, gerando a lesão descrita."
238,2016-10-18 00:00:00,Brasil,Minas Gerais,Mineração,IV - Alto,IV - Alto,Homem,Terceiro,Outros,"Nas circunstâncias em que o meu ajudante estivesse a organizar o avanço da mangueira de nylon flexível de 1"" de diâmetro, proceder à rega do tiro disparado, posicionando-se sob uma zona com o suporte deteriorado pela última detonação, momento em que se desprende um bloco de rocha (25cmx10cmx5cm; 3,5 Kg) do telhado da obra de uma altura de 5,2 metros que ao cair atinge por rebote na perna esquerda do colaborador causando a lesão descrita."
239,2016-10-18 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"No interior da mina durante a perfuração diamantada de uma broca positiva 15°, nos momentos em que o tubo de controle foi resgatado com o pescador, o cabo do guincho se rompe intempestivamente desenvolvendo um efeito chicote e impactando na mão esquerda do auxiliar de perfuração causando a lesão descrita. No momento do acidente o auxiliar de perfuração estava na plataforma a 1,0m da estrutura e usava luvas de segurança tipo Hycron."
240,2016-10-20 00:00:00,EUA,California,Metalurgia,I - Muito Baixo,III - Médio,Homem,Funcionário,Sistemas pressurizados,"Enquanto o funcionário limpava a caldeira de recuperação térmica com uma lança de ar, a mangueira se soltou da conexão da tubulação, puxando um jato de ar comprimido em direção ao seu ouvido direito, causando ruído de impacto."
241,2016-10-23 00:00:00,EUA,Texas,Mineração,II - Baixo,IV - Alto,Homem,Funcionário,Outros,"Na atividade de carregamento de explosivos em frente ao GTS nível 326, ocorreu a queda de um fragmento de rocha atingindo o braço direito do Blaster causando um corte contundente."
242,2016-10-24 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Nas circunstâncias em que o técnico mecânico e seu colega de trabalho combinaram acomodar o sobressalente (Rollover) do Small 02 na plataforma do carrinho no chão, os dois colaboradores agachados decidem empurrar um de cada lado, momento em que uma borda do Rollover aprisiona o terceiro dedo da mão esquerda contra a alça do carrinho do lado direito, causando o ferimento no terceiro dedo da mão esquerda. No momento do acidente ambos os funcionários usavam as respectivas luvas."
243,2016-10-26 00:00:00,Brasil,São Paulo,Mineração,III - Médio,IV - Alto,Homem,Funcionário,Outros,"Concluído o carregamento de minério na locomotiva LT-30; o penúltimo carro descarrila (7º carro), pela presença de fragmento de rocha na linha férrea, (peso do carro com mineral 8 toneladas), e para recolocá-lo nos trilhos o carro de mineração, a vítima faz uso de um tubo metálico (comprimento 1,20 metros e 4"" de diâmetro) para manobrar e reposicionar o carro de mineração; nesse momento o tubo metálico perde estabilidade e aprisiona a mão da vítima contra o suporte do carro de mineração. O colaborador no momento da descarrilhação o evento para o uso de suas luvas de couro."
244,2016-10-27 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"No momento em que o operador do equipamento pesado sobe no equipamento para verificar o farol dianteiro direito (defeituoso) do bonde nº 181, posicione no aro nº 2 sua perna esquerda que desliza, fazendo com que o operador do equipamento pesado caia de uma altura de 0,60 cm"
245,2016-10-29 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Na chaminé Alimak do nível 2440, o perfurador alimakero e seu auxiliar se posicionam na gaiola principal com cabeças de guarda e procedem a realizar o desamarração da pedra no topo da chaminé, é neste momento que o professor percebe uma faísca de rocha no topo e comunica ao auxiliar para que este evite, ao cair a rocha de 1,0x0,80x0,20 m nas cabeças de guarda se fragmente e um dos fragmentos caia na corrente e rebote roça a mão direita do operador gerando a lesão descrita."
246,2016-10-29 00:00:00,EUA,Nevada,Metalurgia,IV - Alto,IV - Alto,Homem,Funcionário,Prensado,"Na atividade de colocação de tábuas em racks para troca de tecidos dos filtros, uma das placas foi inclinada, tentando colocar a placa na posição correta, o braço da placa pressionou o dorso da mão direita contra a estrutura do cavalete"
247,2016-11-04 00:00:00,Brasil,Minas Gerais,Mineração,IV - Alto,V - Muito Alto,Homem,Funcionário,Outros,"Ao observar o transbordamento de polpa da gaveta receptora de transbordamento do espessador, o operador do filtro se aproxima para verificar o funcionamento da bomba C7-26, certificando-se de que a mesma estava parada. Então pressione o teclado para ligar a bomba e não conseguindo a partida, procede à retirada da proteção e manipula as tiras de transmissão motor - bomba, ficando com a mão esquerda presa entre a polia do motor e a correia de transmissão"
248,2016-11-08 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Sr. Eriks após ter completado a troca do poste guia na esteira 7-1, o colaborador deslocou-se para o outro lado da esteira para retirar o tecl, passa por baixo da escada sem conseguir observar que naquele momento o colaborador Jhon deixou cair um incansável de peso aprox. de 15kg. Da plataforma de entrada até a rampa de descarga, a 1,80 metros de altura, o ferro roçou-lhe o antebraço, atingindo-o finalmente com o pé esquerdo na altura do peito do pé."
249,2016-11-08 00:00:00,EUA,Nevada,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"Ao acionar o forno 07 da bateria I, houve refluxo de gás quente, atingindo o rosto do funcionário."
250,2016-11-11 00:00:00,Brasil,Bahia,Metalurgia,IV - Alto,IV - Alto,Homem,Funcionário,Outros,"Aproximadamente às 02h10 o Sr. Wilmer se aproxima da torre de secagem C150 para a colocação de uma manta, para cobrir o bueiro de entrada da torre; nesse momento a tampa do bueiro apoiada na grade desliza, atingindo sua perna direita."
251,2016-11-13 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,II - Baixo,Homem,Funcionário,Placas,"Sendo 01:30 hrs, após o cátodo passar pelo pré estriping, as folhas são destacadas e dobradas para o cátodo de sua posição, o operador com o auxiliar levantam o cátodo pela cabeça para posicioná-lo na transferência nesse momento a folha destacada exerce pressão sobre o cátodo atingindo a palma da mão esquerda do operador com a cabeça e a transferência, a atividade é paralisada e o colaborador é encaminhado ao posto médico pelo chefe de o guarda."
252,2016-11-19 00:00:00,Brasil,Rio de Janeiro,Mineração,III - Médio,IV - Alto,Homem,Terceiro,Outros,"Os trabalhadores: César (ferido) e Nilton recebem ordem de seu supervisor imediato Román para realizar a atividade de montagem de uma cinta (comprimento 4,60 m, peso aproximado 50 Kg) da estrutura da correia Nro. 2, os referidos colaboradores levantam o suporte e aproximam-no do ponto de instalação, deixando uma extremidade no chão e a outra apoiada no canto do pedestal (altura aproximada de 40 cm). Após realizar o planejamento da obra, o acidentado levanta a extremidade que estava no chão para girá-la e posicioná-la para montagem, nesse momento a outra extremidade cai gerando o aprisionamento dos dedos da mão esquerda. A equipe é levada ao centro médico pelo supervisor."
253,2016-11-21 00:00:00,Canadá,Quebec,Outros,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Outros,"Na região do Povoado Vista – Martinópole – CE, o funcionário Fábio de Vieira realizava atividades de coleta de solo no campo, juntamente com os auxiliares Manoel da Silva e Diassis do Nascimento, quando por volta das 10h00, ao atravessar uma cerca, sua luva ficou presa ao arame e seu corpo foi projetado para frente causando uma leve torção no pulso esquerdo. A equipe viajou até a cidade de Granja e o funcionário foi encaminhado ao hospital para consulta. O médico não diagnosticou fratura, prescrevendo remédio para dor local e bolsas de gelo. Mediante avaliação médica o colaborador poderá exercer suas atividades normalmente."
254,2016-11-23 00:00:00,Brasil,Bahia,Metalurgia,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"O operador ao descer por escada de marinheiro de 6 degraus, cai ao chão descendo do 3er. passo, caindo de costas e batendo a cabeça. O trabalhador utilizou a faixa de queixo junto ao capacete, elemento de segurança que reduziu a lesão pelo golpe. Foi atendido no centro médico com tratamento local, encaminhado ao Ambulatório para reavaliação."
255,2016-11-23 00:00:00,Brasil,Rio de Janeiro,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,"Sendo aprox. 3h10 da manhã o Sr. Denis fez a malha colocada em um tampão de ventilação subindo uma escada, ao tentar fazer uma amarração de arame, de repente teve um desequilíbrio devido à manipulação de ferramentas caindo do terceiro degrau, propiciándose uma pancada no joelho direito e um ferimento no pulso da mão direita. Posteriormente foi evacuado para o posto onde recebeu os primeiros socorros."
256,2016-11-25 00:00:00,EUA,Arizona,Mineração,I - Muito Baixo,II - Baixo,Homem,Funcionário,Outros,O funcionário relata que ao iniciar a atividade de carregamento frontal do 615 RLC durante a realização do preparo da emulsão para uso houve deslocamento de um pequeno fragmento de rocha do teto atingindo seu antebraço esquerdo
257,2016-11-28 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,I - Muito Baixo,Homem,Terceiro,Outros,"na sala de jantar do nível 2900, o colaborador finalizou a lavagem de tabolas (recipientes de alimentos) de dimensões 52 cm x 30 cm x 20 cm, proceda a ordená-las picando o polegar da mão direita no canto da tabola de alumínio, gerando a lesão. O funcionário no momento do acidente não possuía luvas de segurança."
258,2016-11-29 00:00:00,EUA,Nevada,Metalurgia,II - Baixo,III - Médio,Homem,Funcionário,Outros,"Durante a troca da caixa porta-choque, o funcionário usou uma marreta para acertar o cano. Nesta etapa da atividade o martelo bateu na escada que estava bem próxima, chegando a (ferramenta manual) a ser projetada no polegar da mão esquerda, que segurava a peça."
259,2016-11-30 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,II - Baixo,Homem,Terceiro,Outros,"Após o soldador ter concluído o trabalho de soldagem para reforçar as formas no aprofundamento, ele caminhou em direção ao caminhão distante a cerca de 40 mt, momento em que o soldador pisou em um fragmento de rocha de 5 cm x 10 cm x 5 cm aprox. o que faz com que o pé flexione e gere a lesão no trabalhador."
260,2016-12-01 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Outros,"Durante atividade de chuteo de minério na moega OP5; o operador da locomotiva estaciona seu equipamento sob a moega para encher o primeiro vagão, é neste momento que quando ela estava soprando para liberar a carga, surge repentinamente um fluxo de lama com presença de fragmentos de rocha; o pessoal que estava na direção do fluxo estava coberto de lama."
261,2016-12-01 00:00:00,Brasil,Minas Gerais,Mineração,I - Muito Baixo,IV - Alto,Homem,Terceiro,Outros,"Durante atividade de chuteo de minério na moega OP5; o operador da locomotiva estaciona seu equipamento sob a moega para encher o primeiro vagão, é neste momento que quando ela estava soprando para liberar a carga, surge repentinamente um fluxo de lama com presença de fragmentos de rocha; o pessoal que estava na direção do fluxo estava coberto de lama."
262,2016-12-08 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,IV - Alto,Homem,Funcionário,Cargas suspensas,"Nos momentos em que quatro mecânicos realizavam a retirada de um motor (1TM) em inclinação positiva utilizando uma chave e um tyrfor, no momento em que o 1º soldador apertava a chave (12 Kg de peso) ao puxar a corrente o olhal que segurava o Click no teto da obra se quebra transversalmente causando a queda da chave atingindo o capacete do mecânico soldador causando contratura cervical. O tirfor foi utilizado durante a atividade como segunda proteção para evitar a queda do motor."
263,2016-12-08 00:00:00,Brasil,São Paulo,Mineração,I - Muito Baixo,III - Médio,Homem,Terceiro (Remoto),Outros,"Nos momentos em que quatro funcionários baixavam uma chapa metálica (1,5mx1,8m; m 80Kg) em direção ao chão, de uma altura de 20 cm., o auxiliar de montagem não retira a mão em tempo hábil, prendendo o dedo anular entre o ferro e a terra solta, causando uma contusão no dedo anular. O colaborador no momento do evento deverá utilizar suas luvas de manobra."
264,2016-12-09 00:00:00,EUA,Texas,Mineração,II - Baixo,III - Médio,Homem,Terceiro (Remoto),Outros,"Durante a retirada do parafuso de suporte da fôrma metálica no interior do poço 2, quando o parafuso do porta-corrente foi afrouxado, o funcionário e um ajudante exerceram força sobre a chave combinada, quando o parafuso se soltou imediatamente, pressionando o dedo anelar da mão direita do funcionário contra o suporte."
